Issue_id,Duplicated_issue,Title1,Description1,Title2,Description2,Label
257629,476047,background color textbody space compose window windowspreset,changed windowssettingsdisplay default background color text windows applications applications like word fortran kind grey background color however composing mail thunderbird background color compose window wte win startsettingscontrol pannelappearancethemes choose change computers theme appearance tab press button advanced change color window item anytng wte composing mail new settings window appears wte composing mail new settings window appears wte used new standard color,trying drag second icon toolbars fails,try customise toolbars drag icons first icon works second get indication dragging doesnt move releasing mouse button trying works,0
257653,476064,selected entries drop menu search messages window invisible,selected entries drop subject contains search messages window become invisible soon say get focus visibility restored text field specifying search pattern gets focus open search messages window click drop click text field invisible selected entries drop step restored visibility step entries visible,synchronizing messages null null,least statusbar tells,0
257656,476107,old message treated junk,receive message obviously outofdate days past expect thunderbird mark junk days choice thunderbird new message days let junked please sometng simpler spammer send message old dates thunderbird get tnk spam poor thunderbird junk everyday pretend read mail spam home page thats wrong thats angry dont pretend thunderbird great youd prefered best youve got best junk message please aware days option thunderbird logical place junk every new message days well sort good evil usual dont like ideas developped thunderbird firefox homepages dont care products awarded microsoft worry one ridiculous want good browser good emailer aceved,getshortpathnamew fails symlinks,researcng bug likely getshortpathnamew failing cases httpmxrmozillaorgcommcentralsourcemailcomponentsshellnsmailwinintegrationcpp added users shortpath version prior thunderbird would asked set thunderbird default upgrade recommend removing code,0
257663,476135,implement dont ask checkbox remembering mail format content type address book contact sending plaintext html,feature request would nice small tickbox window wch asks kind content send recipient sending htmltext self written message option remembering setting saves address book checkbox vissible one recipient write new mail yet saved contact press send button notice lack remeber answer contact tick box mail got send question screen back next time send reply email contact questioned wanted save setting send text mail send html mail send html text mail saved setting current contacts email adres,clicking bad newsgroup link messes thunderbirds accounts,yesterday clicked following newsgroup link nntpmozilladevtreemanagement time created invalid server newsgroup subscribed didnt tnk much time except guess link wrong didnt fix today start get account wizard displayed second page asking name email address proceed however get completing get notng three pane window blank tools account settings everytng inspection prefsjs mailserverserver wch added incorrect news link line userprefmailserverservervalid false remove line thunderbird starts normal expect forgotten folders collapsedexpanded work expect could also removed account account manager nominating blocking gives really poor user experience make user tnk theyve got real problem,0
257713,476159,onthefly identity editing creation envelopeto disposable email address handling,feature request often used disposable email addresses submitting web forms lurking mailing lists occasionally need send messages identities confirm subscription request respond message pain create new identity write single message would nice thunderbird supported one following ability writing message manually edit field onthefly wout creating identity benefit create temporary mail account server easily send message thunderbird also without much hassle reply messages received address ability writing message button field set value certain header envelopeto message replied benefit easy reply messages received temporary address ability automatically happen certain criteria met certain account envelopeto matches pattern benefit ultimate nouserintervention approach responding temporary address dynamic identity generation set sometng like receive message foodomainorg automaticallly create new identity witn account email address realize thunderbird cant know sure message received case notng benefit alternate implementation ultimate nouserintervention approach,select viewing unread messages select read messages,unless clicked mail switcng view unread select select messages folder including read mail messages view click message switch unread messages view poke ctrla view switched messages selected messages current view selected,0
257735,476165,drafts wrongly saved sent folder failing retrying common issue draftstemplatesoutboxunsent messages,saving draft fails given option retry however dialog says error copying message sent folder retry obviously say draft folder big deal unfortunately actually copy sent folder attempt save draft saving fail reason personal favorite disable wlan connection temporarily retry save using dialog draft saved sent folder instead draft folder draft saved draft folder correctly saves first time happened using branch zip build thunderbird winxp pro home imap account server wch sent draft folders previously created working,import mail imap server dual core processor windows vista,thunderbird opened successfully migrate mail imap mail server computer runs windows vista home premium also centrino duo core processors tried set timeout timer seconds still timed retrieving mail tried runfirst application would work vista also tried reinstalling nsprdll file avail use vista centrino duo macne open thunderbird click get new messages times retrieved mail imap server build platform target ipcmingw build tools compiler,0
257740,476217,expand message search functionality,current search messages functionality quite limited matter fact use grep often searcng message believe searcng accounts including local folders must regular expressions matcng would also boost search tremendously,archive folder setting peridentity,arcve folder setting per senderidentity kinda makes sense far figure probably per storage account since erarchy doesnt really exist pref tree per incoming account preferably dden pop accounts whose storage deferred local folders,0
257776,476218,cannot open multiple web links thunderbird firefox without multiple profiles,multiple browser windows open firefox click web link thunderbird bring profile manager must select different profile creates problem bookmarks themes profile specific information exist shell script workarrounds wch use rpc integrated application problem exists linux show stopper migrating firefoxthunderbird platform windows works properly used preffered application set firefox mozilla defaults open thunderbird linux click link email click another email link profile manager requests selection new profile webpage either display spawned window tab display existing website firefox touted replacement thus much development focus windows assumed windows behavior firefox thunderbird become premier applications mozillaorg steps taken assure offer conveinience functionality mozilla suite wch due monolitlic nature exbit behavior,default archives folder globalinboxed pop account incoming account cant leave copies folders account settings page,linux rvbpre thunderbirdbpre set pop account store messages local folders didnt try setting scratch though old profile accounts account settings copies folders page account expected arcves folder default sane arcves folder local folders item selected default shoudl exist dropdown selector possible select another next settings page tree result arcves folder default arcves folder nameoftsincomingaccount wch available dropdown list trying switch another account settings page fails,0
257830,476263,sender subject fields appear empty inbox outlook express message sent accessed using thunderbird,mail send buddy using outlook express apparently results sender subject fields appearing empty inbox however send eveytng fine able see messages come properties mail showing email address etc type email filling subject field send buddy outlook express ask mher subject name uninstalled thunderbird since decided try sort reinstalled subject field name author filled read outlook express using stockstandard install minus crashtalkback option call paranoid wish set email configuration many times,error copying sent folder wasnt sending message,middle composing message sudden displays following dialog error copying message sent folder retry worrying havent finished writing mail yet chance accidentally send click cancel see unable save message draft please verify mail newsgroups account settings correct try guess trying save message draft either ignoring settings trying save sent folder initial dialog wrong word,0
257849,476271,first launch migration sources nothing radio button selected,make sure dont possible mail migration sources macne mozilla netscape netscape launch tbird migration wizard comes dont migrate anytng radio button selected click finish note stuck finish import screen never goes away work around manually select notng radio option clicking finishnext expected notng radio button selected default migration sources exist,remove close key preferencesxul,patch bug lands macspecific close key preferencesxul removed well shouldnt anyway atm protects mac users magic beep,0
257885,476279,setting flagstar context menu causes markflagged checkmark persist incorrectly,news using threadview flag responsemessage want flag message rightclick menu indicates ist already flagged click markflag works flagged news using threadview flag responsemessage rightclick message walk menu markflag menu showed flagged menu flagged,incomplete header account settings security,open account settings select security header shortened preceded code orientvertical happens accounts fresh new profile containing one account,0
257904,476330,remote image blocking info threadpane messagepreview updated switching another message,switcng message preview blocked remote images another message preview blocked images remoteimageinfo threadpane preview deleted open preview message blocked remote images remoteimageinfo shown threadpane messagepreview switch another message without remote images folder remoteimageinfo blended deleted remoteimageinfo blended deleted remoteimageinfo blended deleted,replace infotext info updaterini using sed locales makefilein,simplify maintaining updater binary requiring changes changing strings updaterini might also like change updaters window title done bug,0
257908,476352,sending rejected spf alert box window small show full error,trying send email gets rejected spf httpspfpoboxcom enabled mail system authorised server send mail server returns url visit wch explains reasoning bend block however displayed alert window wch small show full url error ocurred wle sending mail mail server responded please see httpspfpoboxcomwhyhtmlsenderemailaddresscomipreceieve url cut receieve addition url needs selectable visit find problem would also help sending error messages people try sending email address protected spf mail server authorized error described details box appears expanded box show full error allowed select paste browser thunderbird version,thunderbird doest wait long enough mail download,connection server popaccesswaveca timed,0
257909,476373,newsgroups found server,keep several copies thunderbird zip builds wch run common profile recently wle testing trunk build wch seemed work fine first began getting message unable find newsgroup server wish subscribe account settings changed correct revert branch build acount subscribed groups work fine trying different trunk build using profile shows problem must file profile trunk builds looking branch builds ignoring one order subscribed groups appear account changed possibly answered want subscribe question profile works fine branch builds dont neccesarily want resubscribe newsgroups would like test trunk builds one additional fact newsgroup entries duplicated file use recent trunk build open existing news account newsgroups found server subscriptions listed available,spam hide link destination using img tag inside,received spam able destination url hovering mouse pointer link via trick hrefspamexamplecom img srchttpspamexamplecomoutmsggif border altsee email webpagea load remote images set alt text gets rendered url hover mouse pointer notng appears status bar instead expected httpspamexamplecom sometng also dont know relevant href element doesnt protocol etc http stuff,0
257937,476383,enigmail work nightly build,downloaded nightly build today subdir saw version download enigmail enigmime install try sign encrypt message option notng try make test enigmail preferences debugging putting mail click test received error message enigtest failed access enigmail service install thunderbird enigmailenigmime works fine using gpg win install today nightly build thunderbird install enigmail install enigmime restart thunderbird configure enigmail try send signed encrypted message,icon deleted attachment arent found due wrong names,proposed fix pinstripe messagemailattachdelgif themes attachmentdeletedpng unfortunately try show messagemailattachdelpng three themes missing icon deleted attachments atm tnk used work converted pinstripe icon png renamed name qutegnomestripe fwiw seamonkey also name mismatch dont use icon seems httpmxrmozillaorgcommcentralsearchstringmessagemailattachdelfindfindifiltertlimittreecommcentral,0
257949,476386,empty email images imap emails,using thunderbird imap server emails works fine however emails potentially attachments thunderbird displays empty window preview pane neither show email text attachments also possible save attachments via file menu happens certain emails email way make thunderbird read correctly closing restarting thunderbird solve problem solution use different email program impression occurs startup several emails downloaded server user klicks quickly email large attachment klicks another email download first email large attachment seems image harddisk gets corrupted displaying email empty,desappeared mesages,downloded thunderbird update version email messages desappeared get,0
257952,476426,forwarded message missing inline forward second time source message,thunderbird first report saw httpforumsmozillazineorgviewtopicphpp seen various reports inline forwarding producing badly formated emails see one forwarded message blankmissing searched apologies missed one open thunderbird tools options composition forwarding messages inline forward message right click toolbar button message forward ctrll source message properly inlined send message close window attempt forward message source message blankmissing new message window source message properly inlined new message window thunderbird reported drop last inline message one inline message present source may simpler form error httpforumsmozillazineorgviewtopicphpp report imap tested using pop account local mbox,thunderbird needs option initial use thunderbird default client dialog,default client nag appears new shredder installations badly needs option none options presently available dialog allow user permanently dismiss dialog allow different default messaging client exist unchecking perform check starting shredder clicking cancel work way dismiss dialog good tools options general unchecking check see shredder default mail client startup user search around come far dialog taken care download zip build shredder extract different location create shortcut launch profile newly extracted shredder launch shredder via shortcut get default client nag uncheck perform check starting shredder click cancel close shredder launch shredder via shortcut notice still get nag tools options general uncheck check see shredder default mail client startup click launch shredder via shortcut notice nag finally gone,0
257973,476451,bug mozillaxremoteclient,mozillaxremoteclient work thunderbird firefox work rootmarcus usrlocalthunderbirdthunderbird rootmarcus usrlocalthunderbirdmozillaxremoteclient thunderbird ping usrlocalthunderbirdmozillaxremoteclient error failed find running server rootmarcus usrlocalthunderbirdthunderbird remote ping rootmarcus error failed find running server thunderbird remote ping,last tinderbox builds crash startup thunderbirdexex,last tinderbox builds crash startup thunderbirdexex tree green happens new empty profile also existing profile suspect activity manager checkin crash buildid second build crashes ftpftpmozillaorgpubthunderbirdtinderboxbuildscommcentraltrunkwin slightly earlier tinderbox builds work buildid work bpaccbaeb thunderbirdexex thunderbirdexex thunderbirdexexa,0
257986,476454,problem deleting local folders forward slashes folder name,allow create local folders forward slashes due bug however delete folder create trash arent taking consideration fact foldername contains forward slashes add folder trash heres way reproduce unable delete feed httprssnewsyahoocomrssoped despite repeated attempts try delete never gets moved trash folder problem deleting yahoo rss feeds troublesome one,title bar fails update subject email deleted,open email new tab emails subject correctly draw tab delete email pressing smal trashcam right top next email loaded tab tab title updated according subject next email tabs title still deleted email subject open email new tab delete pressing trashcam icon right top panel next email loaded tab tabs title change next email tabs title change next email tab show subject current email previous deleted one,0
257990,476491,integrate junk mail settings options account settings,bug research summary wandering bugs filed junk mail message filters account settings come short summary evaluation general attitude solution hope bugs might able closed dupes somesuch added discussion instead seem leaning direction anyway bits pieces junk mail filtering per account message filtering per account account setting per account three features managed configured seperate dialogs currrently people would like see somehow elegantly unified bugs evaluated consolidated bug bug bug bug proposed solution propose solving mess two steps consolidate junk mailmessage filters filter takes action condition met sender michaelinsitesinccom move specified folder based analysis junk mail filters different calculate probability probability move specified folder handled making normal filter even grant end user control sensitivity junk filter desire sensible relocate unified message filter account settings filters normal junk one already applied per account force user manage seperately account settings placing filters account settings simplify consolidate functionality intuitively guaged public opinion incorrectly please feel free close enhancment bug noticed lot individuals good ideas needed improvement discussions also like add comment bugs referenced attempt unify discussion unifying configuration dont want produce bugspam suggestion ettiqueteappropriatenesssp interest type solution happily produce mockups proceed,compose window opens lower half blank specific steps,yes know falls category dont still bug problem drag splitter two halves compose window way bottom close compose window subsequent compose windows blank along bottom permit text entered reproduce new message reply message drag splitter two panes way close compose window new message reply message note lower half message compose window blank allow enter text case reply show quoted text bug drag splitter tiny bit reset show body,0
258034,476509,mail notification imap,imap account setup default receive new mail dont get notifications sound popup setup imap account default send mai self receive new mail dont get new mail popup sound new mail get new mail sound popup want new mail sound popup work get new mail,command pass cant done usernamepassword mistmatch,get error wle program checking new pop mail start thunderbird allow check new mail get error get error message command pass cant done usernamepassword mistamtch password correct retype account dialog everytng works fine problem winxp win vista,0
258064,476555,crash startup,latest nightly build thunderbirdlinux crashes startup program received signal sigsegv segmentation fault switcng thread lwp nscomptrbaseassignfromqinsqueryinterface nsid const thunderbirdlibxpcomso gdb nscomptrbaseassignfromqinsqueryinterface nsid const thunderbirdlibxpcomso nonvirtual thunk nsqfaservicesimplobservensisupports char const unsigned short const homekazketcthunderbirdcomponentslibqfaservicesso xdf nsgenericmoduleshutdown thunderbirdlibxpcomso xba nsnativecomponentloaderselfregisterdllnsdll char const int thunderbirdlibxpcomso nsnativecomponentloaderselfunregisterdllnsdll thunderbirdlibxpcomso nsnativecomponentloadernsnativecomponentloader thunderbirdlibxpcomso nsnativecomponentloadernsnativecomponentloader thunderbirdlibxpcomso xde nscomponentmanagerimplautoregisterimplint nsifile int thunderbirdlibxpcomso nscomponentmanagerimplautoregisternonnativecomponentsnsifile thunderbirdlibxpcomso xecf nsinitxpcom thunderbirdlibxpcomso xaa gtkwidgetgrabfocus xace gtkwidgetgrabfocus gtkwidgetgrabfocus libcstartmain libtlslibcso,change mark junk button junk,bug current message reader right using text mark junk junk button bit verbose makes large button wch fairly small like rename simple junk button like toolbar lowercase version heres expect patch look like though imagine might change label name catch change hurry could get marking target amaillocaleschromemessengermsghdrviewoverlaydtd bmaillocaleschromemessengermsghdrviewoverlaydtd entity inreplytofieldlabel inreplyto entity originalwebsitelabel website entity editmessagedescriptionlabel draft message entity editmessagebuttonlabel edit entity arcvebuttonlabel arcve entity replybuttonlabel reply entity forwardbuttonlabel forward entity junkbuttonlabel mark junk entity junkbuttonlabel junk entity trashbuttontooltiptext delete entity otheractionsbuttonlabel actions entity saveasmenuitemlabel save entity saveasmenuitemaccesskey entity viewsourcemenuitemlabel view source entity viewsourcemenuitemaccesskey,0
258077,476566,authenticate pop server since,account new messages server returns new messages accounts works correctly branch build works properly profile account settings changed detailed information thread httpforumsmozillazineorgviewtopicphpp thread httpforumsmozillazineorgviewtopicphpp also create attachment log created using latest branch build check mail simplecomnet account server responds err authentication exchange failed err authentication mechanism must entered err invalid useridpassword yet useridpassword combination correct authenticated simplecomnet pop server recognized new messages downloaded secure authentication accepted simplecomnet new profile remove bug extensions also experienced clean install new directory new profile new user account slackware,thunderbird give confirmation default email client missing stringbundle preferencesproperties,patch rev spinoff bug since bug reported prior change forgot add stringbundle preferencesproperties,0
258113,476590,number emails lost correct message message area text messages messages blank correct messages present arrived,never happened restart computer messages remain scrambled senderdatesubject correct forward scrambled messages would help didnt try,remove change shortcut accelerator key archive feature,key used access key new arcving feature far easy accidentally causing mail arcval note email arcved desirable,0
258115,476615,winviral message causes mail reader crash reading marking junk,sun sep xaccountkey account xuidl albireosynteloscom xmozillastatus xmozillastatus returnpath customerservicelensmartcom deliveredto cpicognitiveprofilecom received qmail invoked network sep received unknown helo fenewsouthnet nssynteloscom smtp sep received helo cognitiveprofilecom fenewsouthnet communigate pro smtp esmtp cpicognitiveprofilecom sun sep customerservicelensmartcom cpicognitiveprofilecom subject improved date sun sep mimeversion contenttype multipartmixed,window decorator probably due fullscreen mode thunderbird main window dual monitor setup,note duplicate httpsbugzillamozillaorgshowbugcgiid wch closed without fix problem thunderbird starts shows main window maximized without window decorator probably fullscreen mode problem afaik theres key toggle fullscreen normal mode thunderbird cant confirm happens view message window occurs one time occurs every time open window important fact bug start appear setup dual monitor one screen without panels window shows fullscreen mode screen hasnt panels never following link workaround bug works well httpubuntuforumsorgshowthreadphpt setup dual screen server panels one screen left one case edit profilepathlocalstorerdf change messengerxulmessengerwindow section look like one assuming screen rdfdescription rdfaboutchromemessengercontentmessengerxulmessengerwindow width height sizemodemaximized screenx screeny open thunderbird open message step could happen involuntary maximize window secondary screen close restart thunderbird reproduce behavior times see main window message window fullscreen mode screen top others main window message window normal mode maximized mode setup xubuntu hardy xfce linux dual monitor setup nvidia driver twinview main window right desktop panels secondary screen left thunderbird default theme,0
258117,476657,resize split pane doesnt work scroll bars status bar message window missing,problem mysterious origins started happening cannot resize using horizontal split pane message window window showing list folders emails addition scroll bars status bar message window disappeared result cannot scroll reading email message thus cannot read email larger size window using thunderbird started morning upgraded problem still present uninstall upgrading start program described details scroll bars status bar available originally occured wle looking sometng pull also looking pulldown columns display email list window dont know triggered problem first manifest changing vertical size folder email list windows realized unable change size back way like later realized scroll status bars missing described major feature broken cannot read email longer show one screen,thunderbird crashing lightning,past weeks thunderbird started crasng different times apparent common trigger thunderbird automatically updated follows jan installed thunderbirdi jan installed thunderbirdlightningi run thunderbird continue working point thunderbird crash restart thunderbird hope doesnt crash crashed crash bugreporttxt attached submitted,0
258171,476658,move menu item address search menu edit,menu item address search menu tools move menu edit analog search menu items mails,login failure auth invalid login password pair,internet provider given password create windows outlook email account linux computer ive filled pop smtp informations create new thunderbird account try log password doesnt function password refused every time thanks,0
258247,476682,attachments popupmenu enchantment copy attachments reattach new mail,need send attachments get mailman digest many times want forward want send another user time must copy text attachments send one mail flexible saveopensave attacments missing select attachment checkbox enabled select copy attachment copy base export format attach new mail create new mail selected attachments attached,open mail attached document closing try store doc thunderbird hangs thunderbird,viewing attached document later trying save attachement without closed opend document minimised hang thunderbird ever open attached file viewing minimise viewed file try save attached file via drag drop message appears try later later means restarting thunderbird thunderbird busy ever reasonable error message well could store file anyway couldnt,0
258251,476695,email address groups needed,many mailer exm groupwise possible collect email addresses address group way simply send mails many users collected addresses working like copy many email addresses address fieldand named manyuser compose new mail manyuser address mozilla show subaddresses create wrong characters like manyuser aaacom bbcom cccom tnk need way get modify email address group simply,activity manager need theme work,pinstripe theme could use better icons autosync icon particular inappropriate need qute gnomestripe themes note simple copy pinstripe ones inspiration download manager theme probably enough,0
258283,476698,downloaded thunderbird quick launch isnt quick launch toolbar,downloaded thunderbird option quick launch enabled isnt enabled quick launch quick launch included quick launch programs,activity manager report send later progress,activity manager probably display progress sending well indicate presence unsent messages,0
258339,476700,new mail notification even check folder new messages unchecked imap folders,use thunderbird imap majority email sorted server side using procmail spamassassin important part setup junk mail automatically sorted folder named zjunk sorts last check folder every wle make sure didnt miss anytng important general dont want know anytng folder want unobtrusively sit bottom list folders unchecked check folder new messages option properties dialog folder still get notifications anyway folders annoying get notified get new junk mail life wasnt like time junk mail delivered via procmail spamassassin server side automatically folder called junk folder worked exactly wanted time folder refreshed actually clicked folder make sure werent false positives even worked properly two different computers fact time days ago problem started renamed several imap folders particular renamed junk currently called zjunk would sort last using thunderbird directly renamming folder server shouldnt matter problem started using computer computer currently using thunderbird tried upgrade solve problem still experiencing problem yes problem describes bug bug bug closed marked duplicate bug although dont tnk way changing status bug back open creating new bug report imap account messages automatically delivered folders dont check uncheck check folder new messages properties dialog one folders receive messages folder get new mail notification small popup window right screen icon tray task folder marked red star notng really want notng happen dont even want number unread messages incremented would draw attention folder defeating purpose spam junk moved another folder sight mind bug definately duplicate bug,activity manager enable,client code landed creates activities uncomment code makes available,0
258370,476804,slack timer delay zero locks,migrating eudora wch known incredibly quick searcng old emails thunderbird unfortunately isnt nearly fast file bug whats problematic wle thunderbird grinding away search messages results notng else happen thunderbird going take forever return search results least allow switch windows tngs using thunderbird version,thunderbird crashes reproducably trying access certain folders,thunderbird version crashes reproducably trying access specific folder clicking folder folder tree clicking column head like datum sort date specific folder folder accessed tried letting thunderbird rebuild respective msf file crashes far several mailbox folders relatively small quite large crashed thunderbird way problem cannnot say exactly cause problem occurs cases affected mailbox folders profile havent opened quite time wle times frequently used ones must lost contents folders way click certain mailbox folder used open work fine time crashes thunderbird restart thunderbird happens thunderbirds profile folder profile check mailbox files rename affected mailbox folders msf file sometng like mailboxfoldermsfoff start thunderbird click folder thunderbird regenerates msf file crashes process access certain mailbox folder impossible thunderbird crashes every time affects main local folder may impossible start thunderbird without crasng well thunderbird open mailbox folder cant rebuild msf file correctly doesnt work issue sensible message crash running windows pro updated german version produce meaningful crash logs thunderbirds crashes winxp,0
258404,476806,moving draft account local folder editing moves back,creating draft document one account moving local folders gets undone editing local folders saving document gets saved back original accounts draft folder create draft using account move local folders draft edit save ctrls document disappears local folders reappears account draft folder document saved folder wch opened,email links handled correctly win beta build,windows clicking email link firefox brings choose default mail handler dialog box despite thunderbird default mail handler choosing thunderbird default brings another dialog box telling application thunderbird installed correctly put link pointing first choose mail handler dialog box thunderbirdexe install directory seems bring right bring new mail window details filled correctly thunderbird seems work fine except error default mail handler click email link webpage dialog box pops telling default mail client installed properly click dialog box pops telling default mail client installed properly pop new email window thunderbird client setting default mail handler firefox thunderbirdexe thunderbird directory makes everytng work windows detecting thunderbird installed correctly therefore wont identify default mail handler pass mailto links,0
258447,476836,mail start page ignores character setting,mail start page displayed iso even character encoding specified meta toolsoptionsgeneralthunderbird start page set start page httpwwwslovoinfotestunihtm gomail start page utf character encoding ignored see garbage insted coresponding characters,activity manager added pluralform messages,bug related pluralform messages especially located activity manager arabic locale dont know applies locales numbers precisely noun succeeds number doesnt need preceding number meaning number witn noun self youre saying twodays one word arabic makes bit nonsense say twodays order solve plural message lets say days removed entries problem many plural messages doesnt contain witn daysdaydays mailchromemessengeractivityproperties wch means externally added localizer cant remove request unify structure localized plural messages make sure become dayss days days instead daysdaydays besides messages need pluralform like autoretrytrying seconds file note bug related pluralform rules format plural messages thanks,0
258489,476876,outgoing mail imported eudora shows raw html code,yet another wonderful eudora quirk seems eudora stores many outgoing messages html even dont formatting doesnt add xhtml tag uses incoming html mail eudora doesnt add contenttype header tell messages include quoted content signatures wch keeps track internally html send mail eudora quoted content editpaste quotation reply message signature import mail eudora thunderbird look imported mailbox imported messages assumed textplain show unformatted html imported messages recognized html given html content type display properly assumed taken care fix bug didnt test reimporting mailbox today blocks quoted content stored inside blockquote tags signatures separated main body message using xsigseppxsigsep decides use one entire message formatted html stored way even converted text sent case want avoid content sniffing except necessary ive looking commonalities headers come thats true outgoing mail none incoming mail outgoing mail received headers also location wont work since possible move message mailbox another folder heres sample copied outmbx wed sep removed kelson vibber removed subject outgoing html sample bcc xattachments inreplyto references messageid acmailspeednet xeudorasignature standard brief html body normal textbrbr blockquote typecite classcite citequoted textblockquotebr xsigseppxsigsep kelson vibberbr speedgate communicationsbody html,clicking http link browser started different display,using linux twin view setup two different screens namely starting thunderbird specific window calling thunderbird display clicking link email browser opened screen command executed thunderbird resides terminal run thunderbird display firefox started contrast thunderbird started calling display thunderbird browser opens display thunderbird preferable tnk run thunderbird display click link browser starts run display thunderbird click link browser starts inconsistent behavior window management thunderbird pass display command line parameter least optionally,0
258539,476890,gmail cant import thunderbird contacts,exported contacts thunderbird csv format wch gmail requires try import gmail says problems csv file contacts imported,email composed html edit new create template,last days edit message new edit create template compose html turned get alert url valid loaded turned html composing problem composed html text first problems compose send email html open edit new message shows alert url valid loaded see emtpy box screen able compose emails html text,0
258578,476913,enigmail gpg encrypted attachments saved tmp world readable,encrypted mail double click attachment open file decrypted saved tmp permissions file rwrr mtudor users sep tmpnetworkpdf means world readable close attachement temp file still deleted deleted close thunderbird means keep client opened two days two days every user computer read confidential document thunderbird crashes file left tmp insecure design save document usermozilla usertmp least saved tmp saved pgp encrypted mail double click attachment open console tmp check permissions file close document temp file still file world readable file saved homemozilla tmp correct permissions world readable,high memory usage mark folder read thousands message,selected email inbox unread messages marked folder read thunderbird memory proceeded roof got memory used end operation slowly reasonable level took long wle come also often restart thunderbird memory usage exceeds memory leak sure reclaiming memory,0
258608,476963,title attribute html email display,tooltip displayed hovering html email containing tags title attribute set fails viewing texthtml messages composed thunderbird well html attachments viewed inline compose email select text insert html surround text span titlefoospan send html mousing spaned text notng tooltip displaying foo appeared mouse,doesnt download gmail pop emails different profile,summary sums additional info said downloaded thunderbird first time set worked fine system restore downloaded mail inport incoming server name rlasco incoming server name popgmailcom incoming server type pop outgoing server name rlasco outgoing server name smptgmailcom install thunderbird setup import mail system restore install thunderbird setup mail import mail gmail account wont import imported mail gmail account feel free email results may rlascogmailcom,0
258610,477011,compose mail window lines wrap,wrap works properly maim mail window wraps around characters default value set preferences wrap compose window around characters instead wrap compose window around large number running beyond size screen click write reply main mail window start composing mail lines wrap around default value characters set preferences wrap line around characters,unable get directory path directories immediately symlinks,patch rev thunderbird spinoff bug,0
258611,477029,cant use mouse dialog boxes startup return key,startup unsent messages get dialog box want send dont get response clicking mouse dialog box stays way make away pres return key wch leaves one option happens dialog boxes start every time write new message save send later quit start try press mouse click dont send dialog box comes dialog box away stays perform action mouse click ahve made dialog box away send messages,move special tab definitions file,fix moment special tab whats new tab however want add another one aboutrights tab could add msgmailpanewindowjs tnk thats already got much tnk start new javascript file special tabs wch includes appropriate functions deciding display tabs attached patch moves code across new file relevant changes ill adding aboutrights tab bug,0
258663,477091,crash compose window open input account using global inbox,everytime try compose message account using global inbox feature thunderbird crashes happens time precisely compose window select one global inobx account input field crashes directly try compose message account windows opens crashes open thunderbird clic write icon select account use global inbox option enabled crash expect compose window stay using account selected,shortcuts opening calendar tasks tab dont work new shortcuts required,bug killed,0
258685,477103,huge blank area bottom window,upgraded nightly version huge blank area bottom window present trunk builds well,tracking bug build release thunderbird beta,cloned bug beta release,0
258734,477110,crash using advenced func address book search nickname using letter theres present nickname,couldnt find topics relating subject created one downloaded version excelent mail client wanted explore adress book closer dosnt get much attention might add choose advanced settings top right corner tried search nickname contained letter letters submitted search program terminated found searcng letter isnt included nickname address book error occurs searcng subject name fax phone etc notng happens nickname search open thunderbirds address book choose advanced top right corner choose search nickname containing letter letter theres present nickname address book search program terminated turned empty result tting search get msg thunderbirdexe found error shutting roughly translated thunderbird shut manually,whats new page beta,cloned bug beta release need whats new page show whats new product message changes user current beta page httptrunkmozillamessagingcomthunderbirdbwhatsnew updated refer beta edits whats changed message,0
258801,477138,doesnt build patch isnt applied nsprofilemigratorcpp,importregistryprofiles added elif definedxpbeos dirservicegetnsbeossettingsdir nsgetiidnsilocalfile getteraddrefsregfile nsensuresuccessrv prfalse regfileappendnativeaappname regfileappendnativensliteralcstringappreg try build thunderbird beos doesnt build thunderbird build,autoconfig working mandiccombr,information mandiccombr available months ago spreadsheet available httpswikimozillaorgmailserverlist autoconfig mandiccombr working run thunderbird linux try config account need insert fields hand imap server smtp server etc best regards renato yamane brazil decompress thunderbird tarbz open select mail account creat try config mandiccombr account autoconfig dont load mail server information already available mailserverlist autoconfig need load information mail server available httpspreadsheetsgooglecomccckeypswnnyxotkrcuzuja httpswikimozillaorgmailserverlist,0
258804,477140,tries build dogbert beos needed,file mozillamailcomponentsmigrationsrcmakefilein cppsrcs look like cppsrcs,using google mail read one client thunderbird send email recent infront email address,reading google email one client able followed googles instructions httpmailgooglecomsupportbinanswerpyhlenanswer reply email sent google address following error message thunderbird error occurred wle sending mail mail server responded recentfritserasmusgooglemailcom expected recent please verify email address correct mail preferences try changed user name thunderbirds server settings adding recent front email address according googles instructions tried reply email receives message close email cannot send thunderbird cannot send email using thunderbird software accept recent front email address even tried change reply address made difference easily provide screen shots needed,0
258806,477192,doesnt build patch isnt applied nsmodulecpp,dogbert needed build beos build nsmodulecpp mozillamailcomponentsbuild get defineds like definedxpbeos include nsdogbertprofilemigratorh endif definedxpbeos nsgenericfactoryconstructornsdogbertprofilemigrator endif definedxpbeos netscape communicator nsdogbertprofilemigratorcid nsmailprofilemigratorcontractidprefix dogbert nsdogbertprofilemigratorconstructor endif try build thunderbird doesnt build thunderbird build,add ifdef mozupdater app update preferences help menu,spinoff bug thunderbird thunderbird compiled disableupdater app update preferences displayed,0
